Income,Debt,CreditScore,LoanAmount,LoanPurpose,DTI,RiskScore,DefaultProbability,RiskCategory
82232.72050095268,15322.987986881086,751.137406804997,28378.96175871324,Education,0.1863368728838731,0.18481903991054055,0.1713762442896463,Low
62097.60490789751,23465.03881730716,726.3107701120796,35390.841326752896,Business,0.37787349209539156,0.30337345101458524,0.2722706210374747,Medium
82227.91211016828,19530.79421120816,728.2698742295586,5960.042551799514,Personal,0.23752024963300733,0.17364378372143496,0.16358651699481963,Low
105760.73132931939,24770.408272231216,741.8065360903109,50537.71987194408,Real Estate,0.23421177180687924,0.25636725408604155,0.2282597614898923,Low
74283.47921780097,20768.218910602554,684.4328795480719,28034.93194634203,Education,0.27958058951048365,0.25429561292507696,0.2264402263045859,Low
106292.87311628013,7170.077758114303,689.8657853702798,49477.85348633664,Business,0.0674558655524395,0.18920159785350016,0.17451044543582256,Low
22605.097918205116,29962.6681944714,649.1174052282825,14004.505067140159,Real Estate,1.3254827872406973,0.7616501430858235,0.7872202900506048,High
91438.05008750448,15062.434168386875,664.1963571986475,52270.92883836737,Personal,0.16472829586777507,0.25248376189345256,0.22485729514148356,Low
76740.94136476342,4434.181013402489,710.7885574885571,36627.33241052175,Personal,0.05778116523650698,0.15127869773745328,0.14885541971843366,Low
69019.85299068264,15718.848390340874,740.1942218584409,33295.60128778538,Personal,0.2277438694698878,0.21921811783106493,0.19719647978010163,Low
76835.21553071005,35007.59790634311,673.02768621595,28510.36681529722,Education,0.45561918014469577,0.34729114033260705,0.31787725578442166,Medium
35248.62170798214,28502.217421134927,657.4905367574294,21272.07072888326,Business,0.8086051607141429,0.5147912382533923,0.518480625241451,Medium
70606.56224324976,16513.478655921408,680.0263979428298,43007.97487710809,Real Estate,0.23388022488660615,0.2629467452765205,0.23410662775014238,Low
82142.25143023493,16507.422956815713,710.0603374464557,27105.398047720704,Business,0.2009614135161099,0.20408197199004138,0.18548933419865565,Low
104557.88089483032,16783.649487826173,607.8072591933229,5000.0,Education,0.1605201764246545,0.1757398790852721,0.16502557902026604,Low
64634.59563452705,40767.47983560841,565.1909523431381,8242.203074394965,Business,0.6307377563886374,0.4323741246925893,0.4162639453097515,Medium
58830.12794213625,23819.354522315534,652.4731575254208,22212.31371710879,Education,0.4048836090539123,0.31658178812867227,0.2855509815901726,Medium
64964.85912830927,24300.416471910696,618.964378704292,29649.984747483326,Personal,0.3740547858945711,0.3278693464289727,0.297202877350332,Medium
93308.04235404148,30302.83454031842,654.5929901176345,24151.172666501563,Real Estate,0.32476122931975654,0.2796501399513634,0.2494122717392413,Low
81575.02219319368,22387.891590265135,672.6109840591264,43284.56184690495,Personal,0.27444542444921455,0.2863997238975491,0.25578335210454245,Low
64404.79592465922,17409.57854179297,657.3375795488494,5000.0,Business,0.2703149399333352,0.21315597130236782,0.19244198850410152,Low
85265.34866226712,18036.501509150217,752.6233767235373,27153.819047577403,Personal,0.21153378004225526,0.19444274809621048,0.17831781335474417,Low
76941.5509869608,19283.98740585936,696.337238230116,5000.0,Real Estate,0.2506316438711691,0.18954973785436716,0.17476134676504376,Low
94372.89981065778,19627.777634901584,695.0237179805414,36395.684432262526,Personal,0.20798108010118566,0.2314794202161033,0.2070823386585321,Low
60958.93812245295,27276.295436369797,711.1103572021701,23583.11928336996,Real Estate,0.447453585585395,0.31991290528808325,0.2889610156461301,Medium
68446.75706804464,20519.458858072994,623.0583441109616,31294.149580361773,Real Estate,0.2997871592027959,0.2925789337817821,0.26170890827292337,Low
67157.83693735684,27326.400772155794,731.9555893710134,12041.75559115351,Personal,0.40689816733742007,0.26919532801418883,0.239754967413208,Low
45729.70103735763,19192.834198914177,676.211785673227,44191.97397486627,Education,0.4197017204034445,0.35957182497266876,0.3313377392837792,Medium
80922.40554129152,20786.351903160907,713.5240308620606,40625.869960882774,Business,0.2568676964571258,0.2578535772578364,0.22957153750272288,Low
80221.10544359779,17.99315467892302,626.4071383479923,33753.16454517831,Education,0.0002242945242330739,0.14653360399435827,0.14587443713656525,Low
75102.26913284922,29163.276747024815,602.3120616991968,23057.24129704839,Education,0.388314189221601,0.32769084954635724,0.2970164949079762,Medium
70308.25733249706,23464.884758979926,720.8944829012514,33697.85927942698,Personal,0.3337429435636753,0.27983384343436757,0.24958426309297682,Low
46692.585158991715,29980.101098596522,698.8204763048758,14396.611480189766,Business,0.6420741322527347,0.4031877680379672,0.38129360115709576,Medium
66587.09354469282,0.0,634.8974222821245,37833.33488531068,Business,0.0,0.15158522661222446,0.14904970642721152,Low
68145.70966946462,40883.74704780728,636.5168459362653,49742.213414858816,Education,0.5999460163539373,0.4748044305585926,0.46854712472269056,Medium
58954.45461556762,18604.103718448263,736.2717392207385,41059.15839968779,Personal,0.31556739587809923,0.28004140089581164,0.24977868281848317,Low
71774.28576667982,31081.828167375163,620.5294053566336,14055.962952888858,Business,0.43304963379802036,0.3256263644436231,0.2948657218106503,Medium
83081.01713629077,9600.940728744692,762.1336476627981,30421.259759096545,Education,0.11556118424735663,0.14963476540794263,0.14781701226166047,Low
112723.7180242106,26127.739050625696,634.9689632676066,5602.8768436202845,Business,0.23178563933647067,0.2029918804374971,0.18466727369799166,Low
78491.55625663677,9465.844368263439,711.9195962804191,33585.85466763514,Personal,0.12059697653737199,0.17620445774027893,0.165345904553739,Low
80151.00781445528,13762.31039304195,663.5690762125507,31759.05119293808,Personal,0.1717047703866789,0.21516963715125653,0.19401153510750466,Low
73511.08168467665,39140.31353866786,710.1593715541171,5000.0,Personal,0.5324409958563654,0.325576013850259,0.2948133800553077,Medium
36624.57569401917,18093.175992366534,652.7942998942904,7573.242341314544,Business,0.4940173544541887,0.3317571737117386,0.3012791355161392,Medium
74469.72249101567,22174.328731797228,671.8603546963853,20752.916548843492,Real Estate,0.29776301012095796,0.253260154147677,0.2255346299791972,Low
76204.60419882053,28700.67730688754,682.045958769786,20487.103792887607,Business,0.37662655175016,0.2885653803656366,0.25785004983140725,Low
124264.84224970572,24956.818879726045,629.8906272109264,6857.84596871792,Real Estate,0.20083571851784285,0.19181921218073616,0.17640390705591993,Low
71152.78070437755,21504.189051435766,717.0412172710063,30834.680940282757,Personal,0.302225560808093,0.25970877148308036,0.23121627812373788,Low
81030.94684667225,23649.610024662255,654.3393216764207,28772.10413410768,Education,0.29185898653525966,0.2725304115324026,0.24280761466961298,Low
74305.76460589514,44034.155852382755,668.570004232999,22085.96302032221,Real Estate,0.5926075330215935,0.4045098087045003,0.38285422513031525,Medium
51626.43924760936,19423.812029664146,630.2825312695744,13663.127497624557,Personal,0.37623768582032496,0.2929924398102677,0.2621085877489908,Low
97856.45629030041,22010.990467149673,551.8833170602345,40730.60689624846,Personal,0.2249314077126602,0.2991445704510972,0.26810131461763886,Low
90038.66065373548,30506.54396007612,670.4486118699915,49831.10669632443,Real Estate,0.3388160567758343,0.3324413199440984,0.30199972282609705,Medium
90820.63894086094,31055.259329579836,800.6307710806458,17746.577742301943,Education,0.34194055108775306,0.22388786476472308,0.2009189677949053,Low
56812.250904105225,31870.3030556038,719.2302143949012,15817.49624267769,Personal,0.5609758907352299,0.3582769798312405,0.3299049244627209,Medium
103055.88621872198,26387.302220291847,679.0369810132803,32368.114981179944,Real Estate,0.2560484722268888,0.25310035512994067,0.22539510110289898,Low
46962.97874415438,8569.950872695164,666.8554585395866,19629.559303795206,Education,0.18248311972250889,0.19513992839604957,0.1788291424945235,Low
86737.14187600541,36334.31532301096,681.1232946406024,22909.041990051486,Education,0.41890145948032825,0.31487235678828984,0.2838104631611119,Medium
118809.11251619957,8536.546069813121,707.3559557587605,36094.79727587007,Personal,0.07185093709583233,0.15846001989068204,0.15346228728227698,Low
55189.27349738623,23026.35465239033,620.9593592345577,5000.0,Business,0.4172251815106945,0.29945046396667985,0.2684015377588233,Low
63674.04540794456,12457.24149980642,735.7160847334436,44774.53487279004,Business,0.19564080497784955,0.2277049717403483,0.20400065776996734,Low
76993.02730175282,19358.616534070075,715.7690657720622,26090.20786494012,Personal,0.2514333727676319,0.22527272595885073,0.2020329714020378,Low
64930.48691767602,23287.624103034803,715.9092862853968,18827.602831567296,Education,0.3586546968692948,0.2643086883499949,0.23532982464630112,Low
43986.731378677345,23213.57215450273,701.9237869404864,23661.487686678265,Personal,0.5277403304796491,0.3634553334577153,0.3356537542413699,Medium
76371.25949612055,24219.207542352848,680.9808328846995,24436.44032530778,Real Estate,0.3171246317285512,0.2670890202026443,0.2378406217135688,Low
53753.92572547791,36137.11269058647,713.643061798341,5000.0,Business,0.6722692752737585,0.39426061582570004,0.3708208617967623,Medium
84471.84861270363,24535.3430151398,709.5907066870689,47424.07341179854,Real Estate,0.29045585503440674,0.28963229551007025,0.25887221035733204,Low
56611.51531532394,17558.433647093512,662.2979644529488,25619.884484059276,Personal,0.31015657414032677,0.27256583329018236,0.2428401779715011,Low
105998.68810035079,29640.871682883575,651.319911355155,31645.031956710627,Personal,0.27963432580242925,0.2732296110422282,0.24345093886578814,Low
59334.93415327526,31894.704889246408,685.0928147630993,39273.24655861064,Education,0.5375367031984114,0.4055173806823919,0.3840452552676281,Medium
68558.76967588649,7723.921848630076,757.4510075747594,9682.563136595496,Education,0.11266132524176169,0.10836013916180381,0.12366205631943192,Low
91270.3443473934,25974.00069849858,618.044646217305,32102.07848552843,Education,0.2845831346887032,0.2883623197681244,0.25765580577068914,Low
50382.7136713209,27011.727423108983,606.623736712378,20985.383636518098,Real Estate,0.5361308562957524,0.3959337001106613,0.3727747212968073,Medium
79549.19869208259,17024.36496640008,688.2380420618258,37701.56162824741,Education,0.2140105148299186,0.23950083641433917,0.2137452745458819,Low
101142.85508564857,33757.06813311619,682.5443850928009,5000.0,Personal,0.33375633013850003,0.23598014680120266,0.21080177867724462,Low
42850.33530877545,18499.44412967473,688.6670832185204,23513.585496380965,Education,0.43172227233158134,0.3198293366108395,0.2888751720507599,Medium
78692.67717064609,21255.76453471542,692.197659895425,15957.690163240575,Business,0.27011108655792737,0.22266586717176545,0.1999397983135282,Low
80197.65588496847,18269.281757161305,668.8398872682598,31483.944259512333,Education,0.2278031889531267,0.24080834631267284,0.21484601957476435,Low
90636.45743554621,20155.790475814676,754.4931719301042,32050.662810523034,Real Estate,0.2223806076064695,0.20899992168424408,0.18923319356190757,Low
50260.985782438365,9037.249131047982,599.9548010761742,14385.611577669608,Business,0.17980644411088484,0.20692569188977897,0.18764713657689822,Low
48590.867738314475,5599.491174057057,638.5751487609878,14317.392037359346,Business,0.11523752167203616,0.16087408064215286,0.15503692723144305,Low
85438.83131233795,35945.050632249724,674.8372619925476,23340.01947164006,Business,0.4207109352987956,0.31885764941883754,0.28787814614059154,Medium
80939.69346466372,11530.386516816721,597.8405594422916,11550.366590271879,Real Estate,0.1424565132786252,0.18332643942845936,0.1703190476838147,Low
80009.85700691753,10086.076505436928,671.2072797783965,37629.7554317819,Personal,0.12606042408705842,0.2013930359264825,0.18346665437004256,Low
81928.96418993952,0.0,763.073508286401,19461.891993288307,Education,0.0,0.0696037222384351,0.10414621492861817,Low
61399.505568430184,13610.382523104978,681.0443244147981,5000.0,Business,0.22166925282380506,0.18046604132432673,0.16830754539516438,Low
79645.07394322006,6769.102065925017,691.5350452859342,19377.669150672908,Business,0.08499084413871964,0.13717956791684652,0.1401430730318587,Low
80861.44946597362,36420.15160136369,616.991761741371,9421.842687340415,Business,0.4504019139143583,0.32628284407019964,0.29554865702303346,Medium
60712.97163947264,30098.17089342634,649.1819295980262,5000.0,Personal,0.49574530912695375,0.32874962058770296,0.29812302613744057,Medium
112315.49022289514,13118.496548222764,661.2401809838032,6438.6004266614145,Personal,0.11680042104778707,0.1378985239711682,0.14057681543552028,Low
84476.65841823575,42524.35805344309,664.1142451621884,26641.12707749455,Real Estate,0.5033858920284123,0.3705819371707758,0.34364552761099065,Medium
51173.93005594703,29817.654869915943,744.0821897501885,44929.61242372347,Personal,0.5826727561732533,0.4185783594928306,0.3996057222096248,Medium
88131.07217267659,16751.686164913775,707.8845530362562,29697.7671079747,Education,0.1900769586927518,0.20459240660835254,0.18587523381735793,Low
55506.36659545357,0.0,624.4271021531484,15902.449176763905,Real Estate,0.0,0.11141886229947542,0.12532898328196374,Low
90741.69207484904,42909.42572590742,692.3252389216002,31838.56292756054,Real Estate,0.4728744278926739,0.3557642554761874,0.32713347300423845,Medium
98171.91158014808,6104.275332364039,704.9110874248393,18113.645346715122,Education,0.062179448623453516,0.11852486650227256,0.12927596941587172,Low
58586.353632965795,3546.0125304310823,737.0074519260634,14580.994462552831,Education,0.0605262541622967,0.09930483885587871,0.11883846746780888,Low
94267.52258488644,30225.704320096404,759.0270343284187,7684.559976505236,Education,0.3206375164137641,0.20779598369103883,0.1883113559801523,Low
83255.61853872996,44397.52406339273,629.2452904086066,5000.0,Real Estate,0.5332676021467464,0.35454722798798266,0.32579544143551975,Medium
91441.2031998898,33842.72818510518,639.4571244394831,19151.14440160832,Real Estate,0.3701037059970135,0.29766339199955283,0.2666506063244655,Low
112935.85965307895,25639.091200523595,617.1211070542691,27370.80234880198,Real Estate,0.22702347402572412,0.25044589216190044,0.22308630774478333,Low
70092.23767994258,25947.543416652858,668.2990070446509,23550.644949776655,Education,0.3701913974431143,0.2963267508406454,0.2653457581897882,Low
59925.27671285021,28534.155587803078,703.3179187223167,18760.49608078962,Education,0.47616226662636824,0.32737227180806333,0.2966840109905297,Medium
57209.711407489536,27589.285897867652,729.366725829455,10813.809089548284,Business,0.48224829699553134,0.3053282163841134,0.27421150508501596,Medium
58683.79430069123,22811.914239693757,676.2024488178739,34123.69287527453,Personal,0.3887259593816867,0.32395067762331925,0.2931266774718962,Medium
73457.96581171792,21042.011039518762,664.0076238372578,5243.021200801224,Business,0.286449683257662,0.21935525208787188,0.19730505095806727,Low
81823.03949633287,19374.068721004776,687.587899612437,36640.418707652134,Education,0.23678011523726247,0.24899281281778124,0.22182961171193272,Low
80533.81598660038,12460.354111333238,638.2428549184989,9966.744716099129,Real Estate,0.1547220128424866,0.17203231176455958,0.16248704711534367,Low
91543.66498072048,17193.24923133226,784.4769360847387,13713.471439704475,Education,0.18781473556857523,0.14446009792790643,0.1445874304599064,Low
75260.03783755813,3070.431858046144,599.6169486440971,5000.0,Personal,0.04079763904282627,0.11876930823526122,0.1294136080842337,Low
104070.68154314633,19016.6037320525,689.2370289447862,17478.96779671545,Business,0.18272777164593149,0.18306169355353094,0.17013207248899564,Low
69706.86333524088,10114.088928490824,781.180310961482,39629.68687716968,Business,0.1450945924772025,0.17609597200653523,0.16527105938585893,Low
129403.38333179237,8964.106827842292,680.3399922279999,32734.421326659347,Real Estate,0.06927258466541154,0.1599851377290833,0.15445555984276868,Low
87513.34695530012,21798.941511534784,670.4980482499253,39676.331680420524,Business,0.24909276436049463,0.2672526755705265,0.2379889845878872,Low
57856.848871674345,33920.02286344599,662.1277288594787,32832.13818900904,Business,0.5862749791071428,0.4251096263341264,0.4074657328211375,Medium
53582.15003877775,29183.16606002313,670.9804159118796,8444.952572044462,Education,0.5446434314207825,0.3523950034738168,0.3234361765669192,Medium
84649.4483048637,4294.993963768229,748.6424237338265,20038.16163508664,Business,0.05073859369171402,0.10121888232762094,0.11984428259319402,Low
70530.74429348299,10103.718634296625,569.4069044335247,13297.013063238059,Business,0.14325268697370325,0.19725322687208371,0.18038609355559201,Low
89280.00988184183,29407.71187988216,756.6716850648163,44958.623560585605,Business,0.3293874173939046,0.2875503610893648,0.2568800562646305,Low
84464.75249147089,10175.126064616905,608.8021423774927,7048.170303605326,Real Estate,0.12046594306476387,0.15945796777106575,0.154111633838968,Low
73543.42174686254,17753.668500029755,666.6673835382793,38405.465340836665,Real Estate,0.241403895526348,0.26221850778427813,0.23345439243011526,Low
58064.1256386319,25500.520990245517,658.5377789850669,38394.30805163154,Education,0.43917859280187305,0.3639528140388819,0.33620864754186797,Medium
44703.055506282704,10316.555451363647,709.427663488536,52444.303025741305,Business,0.2307796488299044,0.2698921962940103,0.24039064288736156,Low
66069.70095865958,21053.7550614596,600.0937824058126,18854.70111055754,Real Estate,0.3186597601619709,0.28524147674710787,0.254682502749448,Low
92127.97588646944,6659.745050817955,703.1086333040971,35684.83239370243,Real Estate,0.07228797753056954,0.15935766532771417,0.1540462674257433,Low
79281.87488260408,13986.323560487865,781.2154811643426,59224.77754808264,Education,0.17641262370747396,0.23093275595072252,0.20663388868926216,Low
50085.22442576024,23197.81934142537,611.8412997703595,15735.374845994551,Personal,0.46316692412571236,0.3471102236006008,0.3176811460495167,Medium
78463.61851702364,4070.062664683308,689.4853083805198,5000.0,Business,0.05187197253463729,0.09258823036831165,0.11536655811943058,Low
82706.34759457674,24404.74737960399,646.9008911101696,5000.0,Real Estate,0.2950770779920678,0.22922057742773877,0.20523397182467132,Low
57322.851275977344,19803.622010733186,701.2943603096518,35690.680432919966,Education,0.34547517386024407,0.29660329121608486,0.26561538592006234,Low
78074.50211891056,25524.89954417148,680.9573888707876,5000.0,Education,0.32693003287162875,0.2331271144814188,0.208438354077667,Low
76164.17436892,22239.141340646616,647.9256545477845,19415.21420593116,Education,0.2919895282121203,0.2561455497363515,0.22806454617982108,Low
52140.59404338754,33641.40429973844,704.3936142435537,31559.697805584412,Real Estate,0.6452056198620322,0.4371126946326954,0.4220322040244221,Medium
82155.74720696567,21252.24502647907,770.2174054893371,27777.63305244871,Business,0.2586823898386646,0.21305502379269894,0.19236356039261382,Low
86215.69052736468,15705.94458874747,670.4548104136351,31381.672962762583,Personal,0.18217037400822575,0.2172174233718845,0.19561762545217987,Low
96661.02486350553,21222.97503032284,715.9878971074091,28334.34783701281,Business,0.21956083188949918,0.21374750087498376,0.19290204900683516,Low
96076.04104069807,25432.980290363877,615.3363521064418,44182.9871997009,Education,0.2647171970750793,0.30354703689937373,0.27244262597848484,Medium
47446.61264085818,20488.60070325704,632.1781811590996,10715.254288918046,Education,0.43182430868865623,0.31422095192483496,0.28314890002453197,Medium
56243.499201697545,20405.916912038825,703.6203138940189,14845.07292312203,Personal,0.3628137865117562,0.2627604577277626,0.23393966166049593,Low
85300.7053441732,12980.083121932446,754.2058014267982,13410.108320937641,Business,0.1521685321306561,0.13671419985068634,0.13986291651957292,Low
85275.71901824417,13370.990824490518,697.780667439283,37452.87717793915,Education,0.15679716311310005,0.20702880622797548,0.18772574075939277,Low
85300.95372612096,5973.947282003064,664.3470984738423,38505.97882592595,Education,0.070033768921082,0.17755339559221328,0.16627881861111346,Low
152054.62981309442,37495.76743186939,679.9645702711678,31768.379789777624,Business,0.24659405292663034,0.24684629065304647,0.2199824675455542,Low
86417.81021386334,7561.367646087148,617.4796133015142,42752.40500334892,Education,0.08749779272784833,0.21131972520538173,0.1910191788671904,Low
97711.31280361197,13070.948022040928,710.2257663177684,7329.386989354291,Business,0.13377108184302022,0.1308763973763004,0.13638821387039418,Low
