CreditScore,DTI,RiskCategory,Average of LoanAmount,Average of Income,Average of Debt,First LoanPurpose,Average of DefaultProbability
603.2213938396447,0.32608041386312037,Medium,28971.629664669694,67503.58384900805,22011.596558728394,Business,0.27696008880619827
603.4446248722139,0.10865860132727907,Low,5000,87907.51899170295,9551.908059789665,Personal,0.1488998624897966
603.8820406891055,0.29105201179151713,Low,5000,72824.79703086284,21195.803684141534,Personal,0.2161840410131809
604.1063126659595,0.2334877673303413,Medium,48847.58467271026,76516.09116387453,17865.57129069792,Real Estate,0.27014743184455176
604.141315166416,0.24012310060334324,Medium,49221.681860647775,78821.98136039807,18926.97855995771,Real Estate,0.274162102353752
604.1678725289604,0.013350934960344382,Low,14353.165116496973,88496.38984333207,1181.5095450236076,Education,0.1313277704684437
604.845984912009,0.2650564568362238,Medium,42059.71813547094,87592.57683847225,23216.978061960137,Business,0.2720716952050038
605.173537245496,0.8258791047607998,Medium,23890.40704608433,48595.335859587154,40133.87247526623,Business,0.5586410211996075
606.623736712378,0.5361308562957524,Medium,20985.383636518098,50382.7136713209,27011.727423108983,Real Estate,0.3727747212968073
607.441215497422,0.0005333949931143994,Low,34579.90252964653,117443.12394025267,62.64357428544463,Real Estate,0.15125102809044
607.5177390150735,0.3329468563695613,Low,5000,65616.4869579059,21846.803058649086,Business,0.23330848303171237
607.5704292683228,0.06871088099957035,Low,44679.7560786092,108528.74624550565,7457.105768307505,Business,0.18944685896673438
607.8072591933229,0.1605201764246545,Low,5000,104557.88089483032,16783.649487826173,Education,0.16502557902026604
608.8021423774927,0.12046594306476387,Low,7048.170303605326,84464.75249147089,10175.126064616905,Real Estate,0.154111633838968
609.7216490410678,0.40394591665740276,Medium,28191.096637864906,73914.10266964376,29857.29995679863,Education,0.31341461706185475
609.7405076598212,0.19928152868789334,Low,27737.5154589882,67743.22879120681,13499.974191765403,Business,0.21409203765336832
610.034691259903,0.34313428129063384,Low,5000,82982.72228704141,28474.216771504216,Business,0.23709075030656623
610.9477698423112,0.19686708031379624,Low,9090.924004050987,102337.48534889049,20146.88194729197,Business,0.18316253849239314
611.1191249622882,0.11573814017566962,Low,35305.98693788375,86541.4425436108,10016.145608117085,Education,0.19215928063761367
611.5842480583594,0.2892732520165752,Low,30213.42420705328,91812.87097977448,26559.00776529761,Business,0.25846751571527943
611.6431096769877,0.256342241524806,Low,6131.977661366684,77128.60455383794,19771.31937701118,Personal,0.20145990294321056
611.7022144399733,0.38427686870143457,Medium,26157.34744326575,71801.22940073146,27591.55160302647,Education,0.29792282657737706
611.8412997703595,0.46316692412571236,Medium,15735.374845994551,50085.22442576024,23197.81934142537,Personal,0.3176811460495167
612.3664857078232,0.24412445343954006,Low,5000,105654.77826005155,25792.914996010884,Business,0.19460897656791137
612.4462816895989,0.2748973272822683,Low,32503.60704154855,75970.43255889654,20884.068862918473,Business,0.25568689300928377
612.7064538263393,0.1516100178773661,Low,51024.04863755213,95619.99044991902,14496.948461545799,Personal,0.23290479554728746
613.0697100138376,0.08145608727131676,Low,42303.85514975389,136577.61616910476,11125.078221979,Business,0.18920119717531453
613.4843187130505,0.19860470507228975,Low,14002.657043350051,61933.41534852576,12300.267689413582,Real Estate,0.1906054286269107
613.6763935844458,0.3284641277444822,Low,17017.471553092157,76350.36962820218,25078.357562896235,Business,0.2513127224187691
613.6976156958981,0.3864277099424815,Low,10531.93307634713,78666.84011476704,30399.046873960764,Personal,0.26666543953655086
613.8771021628215,0.5956612972950722,Medium,16995.995403412497,58380.997671779245,34775.30081055262,Education,0.3955123238840604
614.0376402700616,0.3307019531514624,Low,14564.57684204404,65812.78200919511,21764.41555277225,Business,0.24764813638121524
614.3890403284297,0.26456885294580057,Low,29989.11265486296,49977.72847229394,13222.550294751485,Personal,0.2454732605425784
614.5589800440443,0.8907143592044784,High,42308.51101383621,46505.03627573086,41422.70358611864,Personal,0.6376907134846173
615.0209381536201,0.10777545049768515,Low,35231.04235093947,53647.59141234811,5781.893332581563,Real Estate,0.18792007623425508
615.1941667875053,0.14822882021219588,Low,11721.269708136662,84183.60158456874,12478.435944094168,Business,0.16828203921026197
615.3363521064418,0.2647171970750793,Medium,44182.9871997009,96076.04104069807,25432.980290363877,Education,0.27244262597848484
615.386865244719,0.648126747601196,Medium,27114.7404941809,33651.15799920247,21810.21558703707,Business,0.4515246063452449
616.991761741371,0.4504019139143583,Medium,9421.842687340415,80861.44946597362,36420.15160136369,Business,0.29554865702303346
617.0747544662332,0.7198148045715779,Medium,46765.02157197004,52405.86290684764,37722.515966697436,Personal,0.544440363612904
617.1211070542691,0.22702347402572412,Low,27370.80234880198,112935.85965307895,25639.091200523595,Real Estate,0.22308630774478333
617.1746552860371,0.3358644610541694,Medium,32672.49363042792,105462.48154539315,35421.09952567876,Personal,0.28439877849934
617.380327779344,0.7234881946377377,Medium,30514.297603145664,44612.60068091973,32276.68992473292,Real Estate,0.5060918901734298
617.4796133015142,0.08749779272784833,Low,42752.40500334892,86417.81021386334,7561.367646087148,Education,0.1910191788671904
617.7141311776808,0.08726157088999849,Low,24264.55988742945,95125.85618428882,8300.83164289712,Real Estate,0.16392843747390531
617.9119712259188,0.12732468276599165,Low,20195.532931950373,87816.8572253402,11181.253487722823,Personal,0.17219274919686683
618.0370802573264,0.5184946281915661,Medium,33276.11199866381,46753.92597329417,24241.659464019165,Education,0.3865930528348005
618.044646217305,0.2845831346887032,Low,32102.07848552843,91270.3443473934,25974.00069849858,Education,0.25765580577068914
618.1168788836351,0.14499058669267947,Low,40352.959662780166,79279.59821468443,11494.795457907,Personal,0.21002272687282925
618.3738342615745,0.1422941638884003,Low,33856.33091877195,105079.85977165378,14952.250787717825,Real Estate,0.19830066986955777
618.964378704292,0.3740547858945711,Medium,29649.984747483326,64964.85912830927,24300.416471910696,Personal,0.297202877350332
619.441403535961,0.10148768073631416,Low,5793.166434962997,117878.8817865065,11963.25432030269,Education,0.14412035415092073
619.8399572305427,0.05995834144463152,Low,9361.334579941356,82603.95702011927,4952.796259689978,Personal,0.13583462316142395
620.5166670454819,0.11759627558375371,Low,25010.24228436224,102112.75717609902,12008.079933497465,Education,0.17495107840200558
620.5294053566336,0.43304963379802036,Medium,14055.962952888858,71774.28576667982,31081.828167375163,Business,0.2948657218106503
620.9593592345577,0.4172251815106945,Low,5000,55189.27349738623,23026.35465239033,Business,0.2684015377588233
621.2202697187574,0.522160279309859,Medium,19599.410968645258,63526.75986239527,33171.15067339865,Real Estate,0.3555167985248899
621.6110224366032,0.25322330428071527,Low,5000,82648.19492368102,20928.449011411147,Real Estate,0.19561928016653998
622.4492958190247,0.4175983295095109,Medium,27677.149958280846,59892.34135293355,25010.941699398452,Business,0.3148217084338123
622.5602982420672,0.3799178778435263,Medium,27014.44745871689,62995.66245682411,23933.17839394372,Personal,0.29344793757925525
622.5868355623691,0.2050875920150266,Low,55702.93293579337,85288.77668117498,17491.669835449527,Business,0.26329075643007455
622.6154305092166,0.3041867973042741,Medium,38702.1059802611,53598.304673476945,16303.89663956366,Business,0.2786344993804625
623.0583441109616,0.2997871592027959,Low,31294.149580361773,68446.75706804464,20519.458858072994,Real Estate,0.26170890827292337
623.1157164787592,0.05911749930549777,Low,26670.589027600785,73888.3065817909,4368.09191303343,Business,0.15641917021866483
623.4555782337043,0.1546873721928551,Low,9230.351325409832,56913.667497911825,8803.825667109888,Business,0.1650402987807346
623.4692332531237,0.6246067084701473,Medium,29160.376929470138,57832.84439637573,36122.78257988645,Business,0.4385326683017907
623.4898137663038,0.19247727590389674,Low,53851.6869223743,70580.71652340672,13585.184047770479,Personal,0.2533989056668339
623.4965330479821,0.09710668207062013,Low,5000,89925.07132054442,8732.325310901948,Personal,0.14093796666179803
623.8727596877793,0.554154853027086,Medium,54873.29953307101,44317.716585287555,24558.877720816075,Personal,0.4583885188602228
624.173778002567,0.20229324258811868,Low,31007.22079759493,76953.52197097664,15567.177488084897,Business,0.21658528252047896
624.4016487112918,0.6382492655790559,Medium,29304.337814525632,30777.2938198423,19643.585177025165,Education,0.44689635179887366
624.4271021531484,0,Low,15902.449176763905,55506.36659545357,0,Real Estate,0.12532898328196374
624.6853243794183,0.26481577774422593,Low,27796.242546160694,83954.1712003463,22232.3891412916,Business,0.23823437044351636
624.756860346874,0.12953155455303023,Low,44440.945926720946,62252.25745386965,8063.6316824352,Education,0.20845331374370255
624.8853925081788,0.263660781291054,Low,24894.32521779168,105950.10402660123,27934.88720552213,Real Estate,0.23242943865179858
624.9922883514153,0.2504282246846988,Medium,59800.61083025889,72397.1389126463,18130.28697014554,Education,0.2934159577218017
625.1348736183578,0.11459469992301298,Low,37423.44535276934,84849.02528016298,9723.248590740419,Education,0.1911650040024519
625.4033049802343,0.28805814457363715,Low,25107.67700361913,75278.58583825892,21684.609762696142,Personal,0.2437127918347939
625.4149561930343,0.10805222554241785,Low,24963.942386217193,98162.21747000136,10606.646061812457,Personal,0.1702433664684165
625.5183481328805,0.13378106814084875,Low,12834.987045567328,70085.13871828112,9376.064718531203,Personal,0.16232178162460856
625.6377030568599,0.5802975872031224,Medium,11255.888491544127,55369.82697904098,32130.976999791834,Personal,0.3680099482840754
625.7087435557407,0.2542336538888693,Low,45331.64201658244,84242.06948526541,21417.169136399047,Real Estate,0.265945603556274
625.7424736721101,0.2951927001456897,Low,17473.237107827023,61987.14861756346,18298.153774750717,Real Estate,0.23298410316144344
626.4071383479923,0.0002242945242330739,Low,33753.16454517831,80221.10544359779,17.99315467892302,Education,0.14587443713656525
626.4473160175476,0.19799704889968373,Low,42591.352679011674,54512.2471733142,10793.264069206338,Education,0.23422806472035373
627.0546206471699,0.5701544378352194,Medium,5000,48036.291557885736,27388.104808875032,Personal,0.34724282440553766
627.1721178619873,0.2966150882300023,Medium,36532.595139533456,89180.07515177024,26452.15585950057,Business,0.268958988287611
627.8977793878448,0.3164776620520227,Low,7416.493698450398,87211.71490567646,27600.559636896025,Real Estate,0.22396708912607133
628.373804823623,0.8257033229300136,Medium,23144.009798503652,49200.782005178924,40625.24919243145,Business,0.5465655318469885
628.5314245908964,0.23243488719019573,Low,7700.013951913825,85386.93028482345,19846.901508270046,Personal,0.18983452508692353
629.0167830653942,0.8229454564011692,Medium,45193.386343041224,34215.35644479799,28157.37212539297,Business,0.5985117494575845
629.1658435711752,0.38162702528764236,Medium,33000.38867058174,67780.6766836184,25866.938014752748,Business,0.3044446666869401
629.2452904086066,0.5332676021467464,Medium,5000,83255.61853872996,44397.52406339273,Real Estate,0.32579544143551975
629.3052023853731,0.2448939329222499,Low,28491.801144102454,80795.49713792827,19786.327056515638,Business,0.2291025300480984
629.5722657961896,0.7716955686218313,Medium,24029.670924512222,46849.766105643575,36153.756894694416,Real Estate,0.5146272625484553
629.7972701578994,0.07395473314972839,Low,27391.93760206194,65754.49422589915,4862.856073871728,Personal,0.16075776207153655
629.802131395925,0.10074565801202175,Low,47336.69662492434,102077.44748330826,10283.859614893485,Personal,0.2000175920052563
629.8906272109264,0.20083571851784285,Low,6857.84596871792,124264.84224970572,24956.818879726045,Real Estate,0.17640390705591993
630.0969686342794,0.46899877191169487,Medium,10931.116351954017,63796.37919606061,29920.423495365227,Education,0.30361806223379945
630.2092302604885,0.6037211116404488,Medium,28436.12032308554,34237.50929644292,20669.90717224872,Education,0.4210486771167277
630.2825312695744,0.37623768582032496,Low,13663.127497624557,51626.43924760936,19423.812029664146,Personal,0.2621085877489908
630.9417234430159,0.5884723664631022,Medium,38146.83468254403,50243.690023463016,29567.02316794584,Personal,0.43517263833228625
631.3226900147765,0.02957867453269462,Low,15126.273814992275,112045.56369017877,3314.159261224104,Personal,0.13137114661341706
631.8120536894695,0.46008074247891395,Medium,57475.84101709904,58205.56315638448,26779.25871339269,Business,0.4037167755951752
631.9976852360268,0.4848454968986953,Medium,5000,51832.70621614915,25130.854200972928,Real Estate,0.29876698286323056
632.1424542552479,0.23996779377597172,Low,42858.228915153944,63012.14709111956,15120.885918542974,Education,0.2521753712299405
632.1781811590996,0.43182430868865623,Medium,10715.254288918046,47446.61264085818,20488.60070325704,Education,0.28314890002453197
632.3030290301677,0.1837201250964762,Low,6176.159979965614,78729.08629538855,14464.117582920055,Real Estate,0.16871427536960765
632.4040769988882,0.4277880453225966,Medium,5000,54967.599802101686,23514.482075415828,Real Estate,0.26962281702007984
632.5541739587582,0.19143901156496654,Low,16290.275461690735,73356.97643214863,14043.387059565079,Personal,0.1862184089009179
632.5825997887899,0.21708176380408933,Low,29685.673156998575,64131.5045773247,13921.780129055674,Personal,0.2181020614164873
633.0048449445568,0.35683510728783246,Low,5000,36734.395106844044,13108.121819104323,Business,0.23595607697156926
633.1746812605202,0.22241012861370407,Low,39250.23743004468,64647.77401927657,14378.319734216979,Real Estate,0.23706483428012695
633.5244569903795,0.1558592439867599,Low,12957.633340737366,84838.38343013011,13222.846302478938,Business,0.16815500836448005
633.6650845576345,0.5400462020023856,Medium,21390.022382046805,49465.02848359381,26713.40076450466,Business,0.36488663983995107
633.680943500923,0.05543760087269975,Low,52865.53515306598,41769.598754620805,2315.6063443714847,Business,0.18984600016039152
633.7287686970207,0,Low,5000,92422.49406863385,0,Real Estate,0.11221181575940768
633.7767005935223,0.3943732965804796,Medium,17075.544300055313,56626.961070316036,22332.161312635017,Business,0.2765297956886133
633.7883427865847,0.31651289113922615,Low,26172.14594454471,112523.41678431773,35615.11196726853,Business,0.2562700305269158
633.9070093437343,0.1602643178439526,Low,32583.83862753812,40737.30941818245,6528.737104703036,Personal,0.19906310959442872
634.0656744256953,0.36479110530914455,Low,6414.209462100363,50779.676004750865,18523.974137013312,Business,0.24180306118231223
634.1248589492868,0.41420744535130355,Medium,12519.080427252151,100553.53643797018,41650.02344901084,Personal,0.2772117894102946
634.1904042259379,0.3130773091774502,Low,17835.316260939922,73746.41805453657,23088.33012598964,Business,0.2390103135311076
634.5158291509083,0.3062177268572627,Medium,42878.49001620359,110891.15727035576,33956.83810789956,Education,0.2838579510813352
634.612190992654,0.23036733361263811,Low,31120.792702551335,111979.1218989069,25796.331732135757,Personal,0.2256956495959415
634.8974222821245,0,Low,37833.33488531068,66587.09354469282,0,Business,0.14904970642721152
634.9689632676066,0.23178563933647067,Low,5602.8768436202845,112723.7180242106,26127.739050625696,Business,0.18466727369799166
635.0607975838436,0.3105419086879855,Low,31619.607275488688,65501.09377678088,20340.83468259226,Business,0.26344395458760644
635.2326838818487,0.2763810996774996,Low,39375.78729763064,99024.27844327889,27368.438970924333,Business,0.2618668167861678
635.2465078861698,0.2937634400867886,Low,14078.843532170182,64062.821175192155,18819.314730089212,Personal,0.22342347735350282
635.5379585885838,0.3333403150213306,Medium,38312.559511210886,46039.72199167512,15346.895432199468,Personal,0.2880115324790654
635.6659538858271,0.3827565448228816,Medium,49804.25902738428,81689.1357997405,31267.051368275832,Real Estate,0.33920713285790566
636.0092823248973,0.414380831539174,Medium,27175.956189390723,40948.32791524319,16968.202171657245,Personal,0.3068988612007857
636.5168459362653,0.5999460163539373,Medium,49742.213414858816,68145.70966946462,40883.74704780728,Education,0.46854712472269056
636.5853634061817,0.21693902939162985,Low,5000,81752.05324150404,17735.211080984733,Education,0.1778418118365785
636.643489214455,0.35599734274242884,Low,14358.384963586801,67298.35439167367,23958.03533437409,Real Estate,0.2516349808173893
636.861211797844,0.6263126006639089,Medium,48858.731089267756,46850.72451246889,29343.199112392736,Business,0.48263101306630346
636.9456044913214,0.47549446922120847,Medium,10781.609240965206,64775.6864713763,30800.480657146487,Real Estate,0.30418042018317276
637.4296782869843,0.42810054553220245,Low,5000,90027.74246743578,38540.925663341885,Education,0.2680331539494255
637.5785682904593,0.1299178587867731,Low,20115.834217772448,96063.05706665808,12480.306682611808,Personal,0.16809546077829146
637.6183035690458,0.2750907991109458,Low,10150.633111719791,69808.1729727279,19203.586087542848,Personal,0.2081726747317679
637.6842011267132,1.1113341799544327,High,46709.5854908771,26522.41346742087,29475.264621228576,Real Estate,0.754008423085076
638.0707100776384,0.3756996221071888,Medium,29792.870061744332,80717.3078144981,30325.462043416574,Business,0.2913514614613999
638.136878447515,0.09135941261672642,Low,18055.907319621125,124106.00279821789,11338.251517854991,Personal,0.15223652249170558
638.2428549184989,0.1547220128424866,Low,9966.744716099129,80533.81598660038,12460.354111333238,Real Estate,0.16248704711534367
638.3471971499621,0.38345035784221143,Low,5000,65425.02756673045,25087.25023229934,Personal,0.24640674652062222
638.4088895884778,0.39342220622147317,Low,6172.969420399077,94102.84641002477,37022.14944635238,Education,0.2532565435897499
638.4777796721718,0.2534479557797901,Low,6894.675282141765,82140.30971930095,20818.29358547565,Education,0.19401043472289572
638.5751487609878,0.11523752167203616,Low,14317.392037359346,48590.867738314475,5599.491174057057,Business,0.15503692723144305
638.7294735010522,0.23702595603526228,Low,5000,65257.49232470608,15467.719506727248,Personal,0.18473290339537388
638.7742919236164,0.2214009517234324,Low,14025.52391637208,87854.45519735088,19451.059993837138,Real Estate,0.19255530817786087
638.87900338089,0.40224309729390045,Medium,35719.14685954927,45429.56019265145,18273.727000591804,Education,0.3176409511285563
639.0371070139252,0.14188177146647007,Low,12148.41859259811,93625.60238232397,13283.766320619485,Education,0.16090309281723775
639.0785667028999,0.3922073930516242,Low,5000,79220.34934405237,31070.80669286973,Education,0.2502522845500549
639.1455684465905,0.2916668374504778,Low,5000,90348.69458305818,26351.718016819694,Personal,0.20607695797968228
639.4571244394831,0.3701037059970135,Low,19151.14440160832,91441.2031998898,33842.72818510518,Real Estate,0.2666506063244655
639.5867139179537,0.3085582964111197,Low,30070.35221652562,91992.04194042049,28384.90774451642,Education,0.2579629560190032
639.7842120170004,0.354096144165255,Medium,24833.61994077097,77440.19629290723,27421.274910718923,Real Estate,0.2698360781869292
639.9980717801177,0.12798294997459767,Low,43593.760096623424,91606.71633088491,11724.097793512803,Education,0.20205279909723078
640.3790039500019,0.2341719237362934,Low,18795.916998675337,87953.77076201385,20596.30369920174,Personal,0.2047785275428354
640.7006983682509,0.4174815130198093,Medium,25783.877357462246,44696.17875602895,18659.828333270823,Personal,0.30383419097960684
640.7619045936149,0.3491679689427852,Low,8289.3032475701,69545.5286050466,24283.070972076486,Personal,0.2359626136233005
640.8117167206801,0.5003321848507787,Medium,19184.501253871582,64722.66165326613,32382.830714336356,Real Estate,0.33444057182329784
641.5001966901272,0.18442622561470226,Low,29745.37482304217,91678.44309097808,16907.909229501365,Education,0.20204853106901602
641.5428825106351,0.5104332901205694,Medium,5692.546471236252,79839.24543132068,40752.608726252656,Education,0.31021254795226577
641.6671706108326,0.20240021937552807,Low,24037.237580667712,79069.27271734446,16003.638143853976,Personal,0.20005015749633218
641.8356947910709,0.42045879048512164,Medium,18822.64946554514,87283.3340008685,36699.04504351407,Business,0.2904338772387164
641.8637610716893,0.33456436891595037,Medium,44886.94971313285,65685.40492859486,21975.996046923996,Real Estate,0.2999742808749854
642.0752332649965,0.2947513387467188,Low,16540.78767912635,78007.87572952415,22992.92580406492,Education,0.22604358650038972
642.0858965556205,0.3752220492006339,Medium,55631.14060215616,78696.72247389748,29528.74547202939,Education,0.3455345336627201
642.6710826729881,0.5796098080620642,Medium,17536.43742422189,63750.66448211465,36950.510404307526,Personal,0.3752552874201865
642.8757883730808,0.3687087379223791,Low,7004.537074520376,64204.806393812774,23672.873134013407,Personal,0.24183058032083318
643.2913100610753,0.2978126145035937,Low,10212.9428699826,77187.89589209786,22987.529083656864,Business,0.2160968159105039
643.4521862142263,0.329807204068139,Medium,40142.076828939535,79987.67367421511,26380.511014407573,Personal,0.287088843665009
643.9131223331374,0.22107562782722204,Low,32371.441790802997,43111.44682411266,9530.890173180604,Education,0.22098873362554397
644.0583806195634,0.0021457058392583698,Low,52832.54972191394,96472.63499719545,207.00189624212362,Education,0.16757894274348056
644.10405546262,0.5813705859410948,Medium,5000,58352.88853791542,33924.65300064329,Personal,0.34677901583138016
644.2120005444624,0.5408595201526885,Medium,16590.88544729035,85080.93031035688,46016.83114180395,Real Estate,0.35005736775456514
644.5210072625414,0.2150695082384266,Low,29962.769569233667,91713.84224130283,19724.850949493637,Real Estate,0.21415011509897375
645.1614090785213,0.17624478296274984,Low,40441.86222397536,99921.70384995258,17610.679008303057,Business,0.21526275326922523
645.2643434455471,0.4103770882328409,Medium,34153.242543838336,89769.33159990821,36839.27691457869,Personal,0.3162138199021505
645.472947384187,0.37559122456922134,Low,18795.765015555357,53815.729562220964,20212.715767360616,Education,0.2665623930165445
645.5136112967913,0.43577896480512496,Medium,21798.148309743425,104598.88277780052,45581.992856682526,Business,0.30328303541267965
645.7685087119999,0.23885486068337816,Low,18731.35681351164,60392.66736565727,14425.082149921665,Personal,0.20503119018821256
646.1217673832173,0.20936938408108374,Low,25450.472187461233,88242.61349042093,18475.301636194563,Personal,0.20386890471275346
646.2145960419194,0.09237298827352344,Low,38221.11293385357,98263.27504309919,9076.87235327421,Business,0.17839858404535416
646.2410862512809,0.40023360580739925,Low,5000,84934.28306022465,33993.55436586002,Education,0.25164813899355665
646.6110221765557,0.22532381546892888,Low,28645.070830815996,79475.75903277798,17907.781262554723,Real Estate,0.21562980455364422
646.9008911101696,0.2950770779920678,Low,5000,82706.34759457674,24404.74737960399,Real Estate,0.20523397182467132
646.9839430263277,0.3405882916189009,Medium,51945.412343904456,63725.508943920504,21704.162223754876,Real Estate,0.31630358486898963
647.0941755462371,0.40578699703213633,Medium,20671.76956186443,61461.55999388083,24940.30186282739,Business,0.2848059751510475
647.1082723073931,0.18490833324555078,Low,27240.452234067834,126467.1960649972,23384.83843461691,Real Estate,0.1966633600401536
